,Date,Qual_wind,Wind_max,Wind_avg,Qual_precep,Precepitation,Type_of_Precipitation,sunshine_hours,snow_height,Coverage_avg,Vapour_p_avg,Air_p_avg,Temp_avg,Rel_Humid_avg,Temp_max_2m,Temp_min_2m,Temp_min_gnd
14245,1991-01-01,10,11.5,4.5,10,7.1,6,3.7,0,4.7,7.0,1010.8,4.8,82.0,6.8,2.4,1.1
14246,1991-01-02,10,22.0,9.2,10,3.8,6,0.0,0,7.3,10.7,996.7,11.4,81.0,12.9,5.0,3.7
14247,1991-01-03,10,23.0,5.3,10,9.2,6,0.0,0,7.3,9.6,1001.9,8.6,85.0,13.1,7.8,7.6
14248,1991-01-04,10,15.7,6.2,10,0.4,6,4.1,0,6.3,7.9,1003.5,6.8,79.0,9.6,5.6,5.6
14249,1991-01-05,10,17.8,7.7,10,2.9,6,1.1,0,5.3,7.1,1000.4,6.6,74.0,7.6,3.9,3.1
14250,1991-01-06,10,27.4,10.1,10,0.0,0,0.9,0,5.7,6.1,996.3,6.4,63.0,7.6,4.9,4.0
14251,1991-01-07,10,13.9,5.5,10,1.9,6,1.0,0,5.3,7.7,997.0,7.1,76.0,9.4,5.5,4.4
14252,1991-01-08,10,14.8,5.9,10,5.6,6,2.9,0,8.0,8.2,999.0,8.9,74.0,10.1,4.6,4.1
14253,1991-01-09,10,25.9,7.2,10,2.0,6,2.1,0,5.7,8.3,999.8,9.0,73.0,12.1,6.4,5.6
14254,1991-01-10,10,22.0,9.1,10,4.0,6,0.0,0,8.0,9.3,999.1,10.5,70.0,14.7,8.7,8.5
14255,1991-01-11,10,18.5,6.4,10,0.9,6,0.0,0,6.7,8.1,1007.4,8.1,74.0,9.3,5.8,6.4
14256,1991-01-12,10,9.5,3.5,10,1.6,6,0.5,0,6.7,7.7,1016.5,5.0,88.0,7.4,4.5,3.2
14257,1991-01-13,10,7.9,2.1,10,0.0,0,5.3,0,2.0,6.0,1028.3,1.8,85.0,5.1,0.2,-1.2
14258,1991-01-14,10,15.3,5.7,10,0.0,0,7.3,0,0.3,4.6,1029.3,0.6,71.0,3.2,-1.4,-4.5
14259,1991-01-15,10,11.7,4.1,10,0.0,0,7.4,0,0.0,2.9,1024.9,0.0,47.0,4.1,-2.8,-4.5
14260,1991-01-16,10,11.1,3.7,10,0.0,0,7.5,0,0.0,2.7,1022.7,0.4,43.0,3.5,-6.0,-9.5
14261,1991-01-17,10,12.3,5.1,10,0.0,0,7.2,0,0.0,3.7,1024.1,2.0,51.0,5.3,-0.3,-4.0
14262,1991-01-18,10,13.4,4.9,10,0.0,0,7.3,0,0.0,3.6,1025.4,1.6,53.0,5.9,-0.4,-2.4
14263,1991-01-19,10,14.1,4.9,10,3.7,8,0.0,0,7.3,5.9,1023.8,1.8,86.0,2.6,0.1,-1.4
14264,1991-01-20,10,8.0,3.5,10,2.8,6,4.0,0,7.7,6.2,1031.1,2.6,86.0,4.5,0.4,0.0
14265,1991-01-21,10,9.1,3.6,10,0.7,6,0.0,0,7.7,7.5,1025.7,4.8,86.0,6.5,2.4,1.9
14266,1991-01-22,10,6.5,2.4,10,0.0,0,0.5,0,5.0,6.8,1032.8,2.5,90.0,5.6,-0.3,1.8
14267,1991-01-23,10,3.6,1.4,10,0.0,0,0.0,0,7.7,5.8,1033.3,0.1,93.0,1.6,-2.1,-4.3
14268,1991-01-24,10,6.5,1.9,10,0.0,0,0.0,0,5.3,5.1,1032.1,-0.6,84.0,1.6,-2.0,-0.2
14269,1991-01-25,10,4.3,1.3,10,0.0,0,0.2,0,6.0,5.6,1030.2,1.0,84.0,3.0,-3.5,-5.2
14270,1991-01-26,10,6.2,0.7,10,0.0,6,0.0,0,8.0,5.8,1028.3,1.0,89.0,2.4,-2.6,-5.0
14271,1991-01-27,10,6.5,1.0,10,0.0,0,0.0,0,8.0,5.7,1029.5,3.1,75.0,4.0,1.3,0.5
14272,1991-01-28,10,6.0,2.2,10,0.0,0,4.1,0,3.3,5.2,1026.8,0.8,78.0,3.8,-1.4,1.7
14273,1991-01-29,10,6.1,1.4,10,0.0,0,6.5,0,0.0,4.6,1022.6,-0.1,76.0,5.7,-5.6,-7.5
14274,1991-01-30,10,10.6,3.5,10,0.0,0,0.0,0,3.7,4.4,1020.7,0.7,67.0,2.7,-2.1,-5.3
14275,1991-01-31,10,9.4,3.2,10,0.0,0,7.5,0,0.0,3.4,1021.8,0.1,55.0,3.3,-4.0,-7.2
14276,1991-02-01,10,9.3,2.6,10,0.0,0,8.0,0,0.3,2.6,1022.3,-3.0,53.0,1.9,-4.7,-8.1
14277,1991-02-02,10,7.4,1.1,10,0.0,0,7.6,0,0.7,2.7,1024.1,-4.1,60.0,0.9,-7.9,-11.0
14278,1991-02-03,10,4.7,0.9,10,0.0,0,5.1,0,1.0,3.0,1023.9,-4.2,70.0,0.8,-9.9,-12.3
14279,1991-02-04,10,10.6,2.2,10,0.0,0,7.2,0,0.0,3.3,1028.9,-3.2,71.0,1.7,-8.6,-11.0
14280,1991-02-05,10,16.3,3.8,10,0.1,7,7.2,0,5.7,4.0,1026.5,-0.4,68.0,0.5,-4.1,-6.6
14281,1991-02-06,10,13.2,5.6,10,0.0,7,5.5,1,0.0,2.0,1023.6,-10.5,71.0,0.0,-11.5,-10.1
14282,1991-02-07,10,11.2,5.0,10,0.0,0,0.2,0,6.0,2.7,1011.2,-6.6,73.0,-4.0,-12.3,-13.4
14283,1991-02-08,10,12.3,4.3,10,1.0,7,0.0,0,5.7,3.2,1002.1,-5.4,75.0,-2.6,-7.8,-8.9
14284,1991-02-09,10,8.0,2.5,10,0.0,0,4.4,2,3.3,3.1,1001.6,-5.2,73.0,-2.0,-10.4,-13.5
14285,1991-02-10,10,7.1,1.7,10,1.8,7,0.0,1,6.7,3.8,1005.3,-3.2,80.0,-1.0,-8.1,-12.2
14286,1991-02-11,10,7.0,3.4,10,3.2,7,0.0,3,8.0,4.9,1006.3,-2.2,95.0,-0.6,-4.0,-4.0
14287,1991-02-12,10,5.3,1.8,10,3.0,7,0.0,7,8.0,4.7,1011.0,-2.6,95.0,-1.7,-4.6,-4.8
14288,1991-02-13,10,10.1,2.2,10,0.4,7,0.8,7,4.7,4.2,1013.9,-3.6,87.0,-0.3,-8.3,-10.0
14289,1991-02-14,10,6.4,1.7,10,1.3,7,0.8,7,7.7,4.9,1014.3,-1.6,92.0,-0.2,-9.2,-16.8
14290,1991-02-15,10,15.1,5.9,10,15.2,8,0.0,8,7.7,5.9,996.1,0.8,94.0,1.9,-1.3,-2.0
14291,1991-02-16,10,10.2,2.8,10,0.3,8,0.4,12,7.0,5.4,996.7,1.5,79.0,2.4,0.6,0.4
14292,1991-02-17,10,4.2,1.2,10,0.0,0,6.9,6,3.3,4.7,1006.0,-0.2,77.0,2.7,-1.6,-0.8
14293,1991-02-18,10,5.5,1.6,10,0.0,0,5.1,5,4.0,4.6,1010.3,-0.8,79.0,4.9,-4.4,-6.6
14294,1991-02-19,10,8.2,1.7,10,0.0,0,3.4,4,4.7,5.2,1010.3,3.2,69.0,7.2,-4.1,-7.8
14295,1991-02-20,10,6.1,2.2,10,0.0,0,4.1,4,3.0,6.5,1007.1,2.5,87.0,6.2,1.5,-0.3
14296,1991-02-21,10,11.3,3.5,10,1.4,6,7.0,4,3.7,7.3,1003.3,7.7,71.0,12.3,-0.2,-1.5
14297,1991-02-22,10,12.6,5.8,10,0.0,6,6.4,0,4.7,6.9,1011.6,6.8,71.0,9.3,3.5,2.5
14298,1991-02-23,10,13.5,6.7,10,0.0,6,0.0,0,8.0,9.4,1017.1,9.8,79.0,10.5,6.6,5.3
14299,1991-02-24,10,12.0,4.6,10,0.2,6,8.9,0,1.7,8.3,1019.5,11.0,66.0,16.6,5.6,3.8
14300,1991-02-25,10,5.1,1.4,10,0.2,6,0.0,0,8.0,10.0,1020.2,7.9,94.0,11.1,7.1,6.0
14301,1991-02-26,10,7.0,2.1,10,0.0,0,6.8,0,2.7,8.0,1017.3,8.0,76.0,15.0,1.8,-1.9
14302,1991-02-27,10,9.1,2.4,10,0.0,0,7.0,0,4.0,6.5,1011.8,5.6,72.0,11.1,-0.3,-1.4
14303,1991-02-28,10,11.3,4.5,10,0.3,6,0.0,0,8.0,5.7,1005.4,3.8,72.0,5.0,2.4,0.4
14304,1991-03-01,10,4.9,1.5,10,0.7,6,1.3,0,4.3,6.1,1006.9,4.8,73.0,9.2,-1.0,-3.0
14305,1991-03-02,10,7.9,3.8,10,0.2,6,0.3,0,7.0,8.0,1008.5,6.2,86.0,7.8,2.8,0.1
14306,1991-03-03,10,11.0,3.8,10,0.0,0,8.6,0,3.0,7.4,1019.8,8.5,69.0,13.0,4.8,3.6
14307,1991-03-04,10,12.9,4.1,10,0.5,6,6.2,0,5.3,7.4,1018.0,7.5,74.0,12.1,1.3,-2.4
14308,1991-03-05,10,11.9,5.8,10,0.6,6,0.0,0,7.0,9.5,1005.0,9.6,81.0,11.2,6.8,5.9
14309,1991-03-06,10,11.8,5.2,10,0.1,6,2.7,0,7.0,9.6,995.4,12.7,67.0,16.4,9.7,8.2
14310,1991-03-07,10,12.0,4.2,10,0.0,6,1.7,0,5.0,9.5,991.2,13.0,63.0,15.7,11.5,9.8
14311,1991-03-08,10,10.4,2.6,10,0.0,0,0.3,0,7.0,9.1,989.7,13.6,59.0,15.8,9.6,5.6
14312,1991-03-09,10,8.0,1.6,10,0.0,0,0.0,0,7.3,10.5,995.0,10.8,80.0,14.5,7.8,5.8
14313,1991-03-10,10,8.5,2.7,10,0.9,6,5.1,0,5.3,9.2,1006.0,13.0,63.0,17.4,9.1,8.0
14314,1991-03-11,10,6.7,2.5,10,0.0,0,1.9,0,6.0,11.1,1009.6,12.3,78.0,14.8,9.4,8.6
14315,1991-03-12,10,7.0,2.3,10,0.0,0,9.8,0,3.3,9.7,1008.4,11.3,73.0,17.6,7.7,5.5
14316,1991-03-13,10,8.8,2.2,10,0.0,0,10.0,0,0.7,7.6,1009.2,11.5,58.0,19.2,5.5,1.0
14317,1991-03-14,10,9.2,3.6,10,0.2,6,9.5,0,2.0,9.5,1008.3,14.4,60.0,20.2,9.1,5.5
14318,1991-03-15,10,7.3,1.8,10,0.0,6,0.0,0,7.3,11.8,1007.2,11.6,86.0,14.4,11.0,10.5
14319,1991-03-16,10,8.8,3.4,10,0.0,0,5.3,0,4.7,10.4,1001.8,14.7,64.0,17.8,10.2,7.4
14320,1991-03-17,10,10.7,2.7,10,0.0,0,1.3,0,5.7,9.9,1000.3,11.4,72.0,15.8,10.5,9.3
14321,1991-03-18,10,8.0,2.5,10,0.6,6,1.0,0,6.7,10.2,1012.5,10.9,79.0,14.5,5.5,3.0
14322,1991-03-19,10,15.2,6.5,10,11.8,6,0.0,0,7.0,11.4,1007.5,11.7,84.0,13.1,9.2,5.6
14323,1991-03-20,10,11.9,5.9,10,2.3,6,0.9,0,7.3,11.9,1008.2,13.1,79.0,15.6,10.8,10.9
14324,1991-03-21,10,12.3,4.2,10,18.5,6,0.0,0,7.7,11.0,998.8,9.9,85.0,14.6,7.4,11.8
14325,1991-03-22,10,9.2,1.9,10,1.1,6,1.5,0,4.7,8.8,1000.7,7.2,85.0,10.2,6.3,4.7
14326,1991-03-23,10,7.2,2.2,10,0.0,6,2.3,0,7.3,8.4,1006.8,7.5,81.0,10.6,4.4,2.5
14327,1991-03-24,10,10.4,3.5,10,0.0,0,0.7,0,5.3,8.3,1013.3,7.8,79.0,11.0,3.8,1.4
14328,1991-03-25,10,17.4,6.5,10,2.7,6,2.3,0,6.3,7.0,1016.3,5.5,78.0,8.1,4.9,3.5
14329,1991-03-26,10,14.3,5.6,10,0.0,0,2.6,0,5.0,6.3,1015.3,6.7,64.0,11.2,5.1,3.5
14330,1991-03-27,10,12.7,3.7,10,0.0,0,11.2,0,1.3,5.8,1016.9,6.6,60.0,12.2,1.0,-2.1
14331,1991-03-28,10,11.9,2.9,10,0.0,0,5.6,0,5.3,5.5,1023.5,6.1,59.0,10.0,1.8,-1.5
14332,1991-03-29,10,11.0,3.0,10,0.0,0,11.0,0,1.0,5.3,1027.1,4.9,65.0,9.3,-0.5,-3.2
14333,1991-03-30,10,6.1,1.0,10,0.2,6,10.6,0,2.3,5.5,1024.3,4.4,69.0,10.0,-1.9,-4.5
14334,1991-03-31,10,7.0,1.9,10,0.0,0,3.7,0,6.3,8.2,1019.7,8.9,74.0,12.1,4.0,0.1
14335,1991-04-01,10,13.2,5.2,10,0.1,6,0.9,0,6.7,9.3,1008.6,13.0,63.0,16.5,7.1,5.5
14336,1991-04-02,10,13.5,6.4,10,0.0,6,6.9,0,3.3,8.6,1000.2,13.6,58.0,18.8,9.0,8.9
14337,1991-04-03,10,16.9,4.6,10,2.5,8,2.1,0,5.0,8.9,1000.0,10.0,70.0,13.8,8.0,8.0
14338,1991-04-04,10,17.0,6.4,10,0.1,6,8.5,0,5.0,7.5,995.6,10.0,63.0,15.0,4.9,3.1
14339,1991-04-05,10,13.0,4.9,10,0.0,6,7.7,0,5.3,7.3,997.8,9.8,60.0,14.4,7.9,6.8
14340,1991-04-06,10,13.5,3.8,10,1.3,6,4.5,0,6.3,7.7,1011.4,11.2,59.0,15.9,6.0,4.7
14341,1991-04-07,10,18.5,6.1,10,3.5,6,5.7,0,4.3,8.9,1010.0,10.8,69.0,13.5,7.8,6.9
14342,1991-04-08,10,11.8,4.5,10,2.7,6,6.1,0,6.3,9.1,1016.2,11.1,71.0,14.2,6.4,5.4
14343,1991-04-09,10,5.8,1.4,10,0.0,0,9.0,0,4.0,8.7,1022.8,10.4,70.0,15.7,7.4,6.3
14344,1991-04-10,10,7.2,2.9,10,0.0,0,10.0,0,3.7,7.6,1022.4,13.2,52.0,18.8,7.9,4.8
14345,1991-04-11,10,14.0,5.1,10,0.0,0,10.6,0,4.7,6.4,1018.5,15.4,38.0,20.4,10.3,7.6
14346,1991-04-12,10,12.0,4.5,10,0.0,0,12.2,0,1.3,7.4,1012.4,15.3,42.0,21.7,11.4,8.4
14347,1991-04-13,10,8.3,1.7,10,0.0,0,11.8,0,0.0,8.0,1014.5,14.4,50.0,21.3,9.4,2.5
14348,1991-04-14,10,11.6,2.5,10,0.0,0,9.6,0,1.7,7.5,1019.1,14.9,49.0,20.6,6.7,2.9
14349,1991-04-15,10,9.6,2.2,10,0.0,0,12.2,0,0.3,7.8,1022.2,15.1,48.0,21.2,5.7,1.5
14350,1991-04-16,10,17.0,5.8,10,0.2,6,2.8,0,4.7,6.2,1016.2,5.7,64.0,14.8,3.3,4.4
14351,1991-04-17,10,13.6,4.5,10,2.6,8,3.0,0,5.3,6.1,1010.3,5.7,66.0,10.0,2.9,1.4
14352,1991-04-18,10,8.2,2.0,10,5.0,6,2.3,0,7.0,6.6,1005.1,4.2,81.0,7.4,-1.1,-4.4
14353,1991-04-19,10,12.2,3.6,10,0.2,6,4.2,0,4.7,5.4,1004.3,4.3,66.0,8.0,2.0,1.8
14354,1991-04-20,10,10.8,2.0,10,0.0,7,8.4,0,4.0,5.1,1011.2,1.4,77.0,6.5,-2.3,-6.6
14355,1991-04-21,10,13.8,2.1,10,1.2,6,9.7,0,2.3,5.2,1012.9,5.8,61.0,10.7,-2.9,-7.1
14356,1991-04-22,10,15.2,4.4,10,3.1,8,2.1,0,6.7,7.5,1008.2,5.3,83.0,8.7,3.2,3.9
14357,1991-04-23,10,10.9,3.1,10,2.1,6,4.3,0,6.0,8.0,1014.3,5.8,87.0,8.9,1.9,-0.7
14358,1991-04-24,10,16.0,1.5,10,9.0,8,4.1,0,5.0,7.8,1014.9,5.2,88.0,9.5,3.5,0.8
14359,1991-04-25,10,16.9,2.0,10,1.6,6,7.9,0,1.0,7.2,1008.5,6.6,76.0,13.0,-0.6,-3.8
14360,1991-04-26,10,11.1,3.5,10,0.0,0,11.3,0,1.0,6.6,1009.1,8.9,60.0,14.8,2.5,0.0
14361,1991-04-27,10,6.9,1.3,10,0.0,0,10.2,0,0.7,7.0,1008.5,9.2,62.0,15.0,1.0,-2.1
14362,1991-04-28,10,8.0,2.0,10,0.0,0,7.1,0,4.7,6.8,1012.4,7.4,68.0,12.8,1.8,-1.1
14363,1991-04-29,10,6.1,1.6,10,0.0,6,0.5,0,6.3,7.7,1015.3,7.6,75.0,11.9,2.0,-2.1
14364,1991-04-30,10,11.1,3.4,10,7.5,6,0.0,0,8.0,8.7,1004.0,8.2,78.0,10.9,7.0,4.5
14365,1991-05-01,10,11.3,4.5,10,0.4,6,4.1,0,7.0,8.3,1006.5,8.2,77.0,11.8,5.2,4.6
14366,1991-05-02,10,10.4,4.8,10,2.6,6,0.0,0,8.0,9.2,1011.9,7.4,89.0,8.5,6.1,6.1
14367,1991-05-03,10,14.6,4.0,10,4.4,8,3.8,0,6.3,7.6,1009.6,6.8,77.0,10.7,4.4,2.9
14368,1991-05-04,10,11.1,2.8,10,2.4,6,3.0,0,5.0,8.3,1004.3,6.6,85.0,11.4,4.8,3.1
14369,1991-05-05,10,6.6,1.4,10,0.1,6,2.9,0,5.3,8.3,1005.6,7.7,80.0,12.8,0.1,-1.3
14370,1991-05-06,10,6.6,1.7,10,0.0,0,5.0,0,5.7,8.3,1005.6,8.9,72.0,13.5,5.7,1.4
14371,1991-05-07,10,7.1,1.6,10,0.0,6,0.7,0,7.0,8.8,1004.4,10.2,72.0,13.4,6.5,3.5
14372,1991-05-08,10,8.1,2.2,10,0.0,0,6.9,0,5.0,7.5,1008.1,11.0,57.0,16.1,7.0,3.0
14373,1991-05-09,10,10.4,2.4,10,0.0,6,2.6,0,5.0,8.5,1011.6,10.1,70.0,16.0,3.4,-1.3
14374,1991-05-10,10,10.4,3.0,10,0.0,0,10.8,0,4.0,9.0,1009.0,13.7,61.0,17.6,5.1,1.9
14375,1991-05-11,10,8.8,3.7,10,0.2,6,11.1,0,3.0,8.7,1010.0,13.3,59.0,17.8,8.1,6.6
14376,1991-05-12,10,9.9,2.6,10,0.7,6,4.2,0,6.0,9.2,1016.3,11.2,70.0,15.0,9.4,7.9
14377,1991-05-13,10,6.9,2.3,10,2.4,6,4.0,0,6.3,10.4,1018.0,15.5,61.0,19.5,5.9,2.6
14378,1991-05-14,10,12.2,4.6,10,0.1,6,3.6,0,6.0,9.9,1018.8,10.2,75.0,16.2,8.4,12.0
14379,1991-05-15,10,15.0,4.1,10,9.9,8,2.2,0,7.0,8.8,1016.6,7.4,84.0,12.5,4.8,3.6
14380,1991-05-16,10,11.8,3.4,10,2.6,6,6.1,0,5.0,8.4,1014.4,8.1,76.0,12.0,3.3,0.3
14381,1991-05-17,10,6.5,2.0,10,0.0,0,2.0,0,6.0,7.8,1017.3,8.8,70.0,11.1,5.0,2.1
14382,1991-05-18,10,6.5,1.7,10,0.0,0,7.5,0,3.7,8.1,1020.0,9.7,68.0,14.6,5.5,2.7
14383,1991-05-19,10,8.4,1.7,10,0.0,0,8.4,0,5.0,9.3,1019.0,13.2,64.0,17.7,3.8,-0.2
14384,1991-05-20,10,12.9,3.3,10,0.0,0,5.0,0,6.0,13.0,1019.2,15.7,72.0,21.3,12.6,12.0
14385,1991-05-21,10,7.5,3.0,10,0.0,0,0.2,0,7.3,14.2,1024.9,16.4,76.0,19.1,13.3,11.6
14386,1991-05-22,10,11.8,4.1,10,0.0,0,10.1,0,4.3,10.8,1025.6,13.6,65.0,20.1,10.3,11.3
14387,1991-05-23,10,13.4,4.3,10,0.0,0,8.8,0,3.0,7.7,1024.9,10.0,63.0,15.5,6.3,4.6
14388,1991-05-24,10,7.8,2.2,10,0.0,0,8.3,0,5.0,7.5,1023.7,11.0,58.0,15.4,3.5,0.0
14389,1991-05-25,10,7.8,2.2,10,0.8,6,2.2,0,6.7,10.3,1021.9,11.4,76.0,15.5,4.3,0.4
14390,1991-05-26,10,5.2,1.6,10,0.3,6,0.0,0,7.3,11.3,1023.4,11.5,86.0,13.4,9.0,8.7
14391,1991-05-27,10,5.0,1.5,10,0.0,0,2.0,0,6.3,11.1,1022.8,13.2,74.0,16.9,6.2,3.0
14392,1991-05-28,10,6.4,2.2,10,0.0,0,1.2,0,6.3,11.8,1018.1,14.6,72.0,17.9,11.2,11.1
14393,1991-05-29,10,6.1,1.6,10,0.0,0,12.7,0,3.7,10.6,1014.8,17.6,54.0,22.4,7.3,3.9
14394,1991-05-30,10,6.2,1.4,10,0.0,0,10.8,0,1.7,11.0,1015.0,18.3,52.0,24.3,9.5,5.5
14395,1991-05-31,10,6.5,2.6,10,0.0,0,6.7,0,2.3,12.9,1013.5,13.3,82.0,18.6,10.9,6.8
14396,1991-06-01,10,11.8,3.7,10,0.0,0,9.3,0,3.3,7.8,1013.9,11.5,58.0,16.2,8.2,8.9
14397,1991-06-02,10,5.1,1.0,10,0.0,0,12.2,0,5.0,8.3,1009.0,14.4,51.0,18.7,4.1,0.3
14398,1991-06-03,10,14.6,4.2,10,4.6,6,0.4,0,7.3,9.1,1003.8,8.4,80.0,14.2,6.6,8.4
14399,1991-06-04,10,11.8,3.8,10,0.0,0,10.2,0,4.3,7.9,1007.8,10.2,63.0,15.0,5.3,4.4
14400,1991-06-05,10,11.6,2.1,10,0.0,6,8.4,0,5.7,8.3,1009.8,11.9,60.0,17.8,5.0,3.6
14401,1991-06-06,10,9.3,3.0,10,0.2,6,0.1,0,7.7,11.0,1002.0,13.2,72.0,14.7,10.0,9.2
14402,1991-06-07,10,7.1,2.3,10,0.7,6,0.8,0,7.3,13.4,995.4,15.0,78.0,17.8,11.5,9.9
14403,1991-06-08,10,7.9,2.7,10,0.0,6,3.9,0,6.7,11.8,1004.9,14.2,73.0,18.2,12.4,10.4
14404,1991-06-09,10,15.6,4.1,10,7.8,6,1.3,0,7.3,13.6,1002.3,15.4,77.0,20.5,12.2,11.1
14405,1991-06-10,10,16.0,6.1,10,4.4,6,4.8,0,6.3,13.5,1005.7,14.8,79.0,19.2,10.8,10.2
14406,1991-06-11,10,14.1,4.7,10,0.0,6,7.8,0,5.7,10.8,1014.0,15.5,62.0,19.0,10.9,10.2
14407,1991-06-12,10,14.9,5.0,10,1.7,6,1.7,0,7.3,12.3,1006.0,17.4,61.0,23.2,15.0,14.3
14408,1991-06-13,10,16.5,6.0,10,2.5,6,4.3,0,5.7,11.0,1004.3,14.0,68.0,18.2,12.2,11.3
14409,1991-06-14,10,13.3,5.3,10,0.0,6,6.0,0,6.0,9.9,1006.8,15.1,59.0,19.0,10.4,9.5
14410,1991-06-15,10,17.3,4.5,10,4.6,6,0.8,0,7.7,12.8,1002.1,16.8,67.0,20.8,12.8,12.3
14411,1991-06-16,10,14.4,3.9,10,0.0,6,2.9,0,7.0,11.0,1005.4,12.6,74.0,17.1,11.4,11.3
14412,1991-06-17,10,6.5,1.2,10,0.0,6,4.9,0,5.3,11.1,1008.4,13.7,72.0,17.5,8.8,5.9
14413,1991-06-18,10,10.8,2.2,10,4.0,6,3.7,0,6.0,11.4,1008.5,12.0,81.0,18.6,9.9,6.1
14414,1991-06-19,10,13.9,5.3,10,4.7,6,0.0,0,7.3,11.2,1007.1,12.6,77.0,14.1,10.5,9.4
14415,1991-06-20,10,9.5,2.7,10,6.0,6,0.7,0,6.0,12.4,1003.6,11.7,90.0,13.2,10.8,10.6
14416,1991-06-21,10,10.6,3.8,10,2.7,6,7.0,0,7.0,13.8,1008.1,18.3,70.0,22.8,9.8,6.6
14417,1991-06-22,10,11.2,3.6,10,0.0,6,4.7,0,4.7,14.8,1011.7,18.2,70.0,21.6,16.8,16.1
14418,1991-06-23,10,11.3,3.2,10,0.1,6,4.3,0,6.3,14.2,1014.5,18.3,68.0,21.3,13.5,11.1
14419,1991-06-24,10,11.1,4.0,10,5.3,6,2.3,0,7.3,15.5,1011.9,17.2,78.0,22.0,16.1,16.1
14420,1991-06-25,10,10.1,3.9,10,2.6,6,2.5,0,7.0,18.6,1009.3,19.8,82.0,23.7,14.6,14.7
14421,1991-06-26,10,15.7,5.2,10,0.1,6,7.1,0,4.7,13.3,1007.7,17.7,66.0,21.6,15.3,14.8
14422,1991-06-27,10,15.9,4.8,10,29.8,6,2.8,0,7.3,12.3,1001.8,12.6,81.0,18.2,11.0,13.2
14423,1991-06-28,10,13.0,4.9,10,1.1,6,2.2,0,5.7,11.7,1009.1,12.2,82.0,16.4,11.0,10.9
14424,1991-06-29,10,11.0,3.3,10,0.0,0,1.6,0,6.3,11.7,1016.4,13.0,78.0,16.3,8.8,7.4
14425,1991-06-30,10,11.2,3.7,10,2.6,6,4.2,0,7.0,14.2,1017.3,18.2,69.0,21.7,10.6,8.5
14426,1991-07-01,10,6.1,1.9,10,5.2,6,0.3,0,7.7,18.9,1016.0,17.6,92.0,20.1,15.9,15.4
14427,1991-07-02,10,10.0,2.6,10,0.0,0,13.1,0,2.3,16.5,1011.6,24.0,57.0,29.9,16.2,16.0
14428,1991-07-03,10,11.1,2.6,10,0.0,0,14.5,0,1.3,17.0,1014.5,24.0,59.0,29.4,16.4,13.7
14429,1991-07-04,10,13.9,4.5,10,0.0,0,13.0,0,3.0,17.4,1016.3,23.5,60.0,27.7,18.3,15.4
14430,1991-07-05,10,9.6,3.4,10,0.0,0,13.2,0,1.0,20.1,1012.2,26.4,60.0,31.5,18.3,16.7
14431,1991-07-06,10,8.5,2.7,10,0.0,0,12.8,0,3.0,20.1,1013.0,25.7,59.0,32.8,22.5,20.6
14432,1991-07-07,10,8.2,1.9,10,0.0,0,14.0,0,3.7,17.4,1011.7,26.4,53.0,32.8,18.6,16.8
14433,1991-07-08,10,9.2,3.2,10,0.0,6,6.8,0,7.3,18.9,1012.3,23.8,64.0,28.8,20.5,20.0
14434,1991-07-09,10,10.7,3.8,10,0.0,0,9.7,0,5.0,13.9,1016.5,19.0,61.0,24.2,16.8,19.6
14435,1991-07-10,10,9.7,1.8,10,0.0,0,13.1,0,3.3,14.2,1017.4,21.8,56.0,27.0,12.3,10.4
14436,1991-07-11,10,11.5,3.4,10,0.0,0,14.4,0,1.0,19.3,1010.4,28.4,51.0,35.1,18.1,16.1
14437,1991-07-12,10,10.1,3.3,10,0.0,0,7.9,0,4.7,16.5,1014.2,21.9,62.0,28.2,20.4,19.9
14438,1991-07-13,10,10.2,3.1,10,22.3,6,1.5,0,7.7,16.9,1012.1,18.0,80.0,22.0,16.5,16.8
14439,1991-07-14,10,10.2,3.2,10,0.0,6,5.9,0,5.0,16.0,1008.7,18.2,76.0,24.2,15.4,14.9
14440,1991-07-15,10,11.5,4.5,10,0.0,6,2.2,0,7.3,15.4,1010.1,17.7,76.0,22.0,15.4,12.5
14441,1991-07-16,10,8.8,3.3,10,0.0,6,1.9,0,7.3,14.4,1010.8,17.7,72.0,20.0,15.0,14.4
14442,1991-07-17,10,9.8,2.9,10,0.0,6,3.8,0,7.0,14.0,1011.2,17.5,70.0,22.0,14.5,12.8
14443,1991-07-18,10,12.8,3.2,10,7.2,6,2.6,0,7.0,16.4,1007.7,17.1,84.0,19.7,13.5,10.5
14444,1991-07-19,10,12.1,4.8,10,0.1,6,0.1,0,7.0,14.8,1006.7,16.8,77.0,19.2,15.4,15.4
14445,1991-07-20,10,9.3,3.3,10,0.0,6,3.3,0,7.3,15.4,1011.0,17.6,77.0,21.4,14.2,13.8
14446,1991-07-21,10,5.4,1.5,10,13.8,6,2.0,0,5.3,16.5,1014.1,16.0,91.0,19.4,15.2,13.9
14447,1991-07-22,10,4.6,0.8,10,0.0,0,13.3,0,2.0,13.9,1014.9,18.8,65.0,24.4,10.6,7.6
14448,1991-07-23,10,8.0,2.0,10,5.4,6,13.5,0,2.7,14.7,1007.8,22.8,53.0,29.4,12.9,10.3
14449,1991-07-24,10,14.0,5.0,10,2.7,6,4.9,0,6.7,15.5,1001.9,19.2,68.0,23.1,17.4,17.0
